"__typename","brandType","contentDirectFeedbackPromptId","customData/doWeEndorseIt","customData/hotel","hotelId","id","impressionAnalytics","impressionAnalytics/__typename","impressionAnalytics/event","impressionAnalytics/referrerId","locale","managementResponses/0/__typename","managementResponses/0/header/__typename","managementResponses/0/header/text","managementResponses/0/id","managementResponses/0/response","photoSection","photoSection/__typename","photoSection/exitAnalytics/__typename","photoSection/exitAnalytics/linkName","photoSection/exitAnalytics/referrerId","photoSection/imageClickAnalytics/__typename","photoSection/imageClickAnalytics/linkName","photoSection/imageClickAnalytics/referrerId","photoSection/navClickAnalytics/__typename","photoSection/navClickAnalytics/linkName","photoSection/navClickAnalytics/referrerId","photos/0/__typename","photos/0/description","photos/0/url","photos/1/__typename","photos/1/description","photos/1/url","photos/2/__typename","photos/2/description","photos/2/url","photos/3/__typename","photos/3/description","photos/3/url","photos/4/__typename","photos/4/description","photos/4/url","photos/5/__typename","photos/5/description","photos/5/url","photos/6/__typename","photos/6/description","photos/6/url","photos/7/__typename","photos/7/description","photos/7/url","propertyReviewSource","reviewAuthorAttribution/__typename","reviewAuthorAttribution/text","reviewFooter/__typename","reviewFooter/messages/0/__typename","reviewFooter/messages/0/seoStructuredData/__typename","reviewFooter/messages/0/seoStructuredData/content","reviewFooter/messages/0/seoStructuredData/itemprop","reviewFooter/messages/0/seoStructuredData/itemscope","reviewFooter/messages/0/seoStructuredData/itemtype","reviewFooter/messages/0/text/__typename","reviewFooter/messages/0/text/text","reviewInteractionSections/0/__typename","reviewInteractionSections/0/accessibilityLabel","reviewInteractionSections/0/feedbackAnalytics/__typename","reviewInteractionSections/0/feedbackAnalytics/linkName","reviewInteractionSections/0/feedbackAnalytics/referrerId","reviewInteractionSections/0/primaryDisplayString","reviewInteractionSections/0/reviewInteractionType","reviewInteractionSections/1/__typename","reviewInteractionSections/1/accessibilityLabel","reviewInteractionSections/1/feedbackAnalytics","reviewInteractionSections/1/primaryDisplayString","reviewInteractionSections/1/reviewInteractionType","reviewInteractionSections/2/__typename","reviewInteractionSections/2/accessibilityLabel","reviewInteractionSections/2/feedbackAnalytics","reviewInteractionSections/2/primaryDisplayString","reviewInteractionSections/2/reviewInteractionType","reviewInteractionSections/3/__typename","reviewInteractionSections/3/accessibilityLabel","reviewInteractionSections/3/feedbackAnalytics","reviewInteractionSections/3/primaryDisplayString","reviewInteractionSections/3/reviewInteractionType","reviewPosition","reviewRegion","reviewScoreWithDescription/__typename","reviewScoreWithDescription/label","reviewScoreWithDescription/value","seeMoreAnalytics/__typename","seeMoreAnalytics/linkName","seeMoreAnalytics/referrerId","submissionTime/__typename","submissionTime/longDateFormat","superlative","text","themes","themes/0/__typename","themes/0/icon/__typename","themes/0/icon/id","themes/0/label","themes/1/__typename","themes/1/icon/__typename","themes/1/icon/id","themes/1/label","title","translationInfo","translationInfo/__typename","translationInfo/loadingTranslationText","translationInfo/seeOriginalText","translationInfo/targetLocale","translationInfo/translatedBy/__typename","translationInfo/translatedBy/description","translationInfo/translationCallToActionLabel","travelers/0","travelers/1","travelers/2","travelers/3"
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","656ce718424196706f9dbd93",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 5, 2023","29d7c720-e8ea-4de2-85e5-fd024a7097d1","Dear Ashley;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.We are pleased to learn that you were able to enjoy an excellent stay, thank you for recognizing the excellent service provided by the team.We remain at your service and look forward to welcome you back.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Ashley","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Ashley","author","true","https://schema.org/Person","EGDSPlainText","Stayed 3 nights in Nov 2023","PropertyReviewInteraction","Mark review 5 as helpful. 0 other users found review 5 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Ashley's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Ashley's review",,"See less","REVIEW_COLLAPSE_LABEL","645",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 3, 2023","Excellent","The guy Emmanuel at the service desk was very very helpful to me and assist me and everything I needed. The hotel overall is a 10 out of 10.",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family and small children",,,
"PropertyReview","Hotels",,"no opinion","Prague Hotel Krystal","428588","656cc95ba47563712932206c",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 5, 2023","4a4ca011-e308-4a6d-b819-3fc3adc26f3b","Dear Caleb A;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Caleb A","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Caleb A","author","true","https://schema.org/Person","EGDSPlainText","Stayed 2 nights in Dec 2023","PropertyReviewInteraction","Mark review 6 as helpful. 0 other users found review 6 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Caleb A's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Caleb A's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"646",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 3, 2023","Excellent","",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities, room comfort",,,,,"",,,,,,,,,"Business traveler",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","656b84803e55e24b8bfec4c5",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 23, 2023","a74dead3-ba5e-4ddd-8f88-04878cdc8fde","Dear Daryl Ray;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.We remain at your service.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Daryl Ray","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Daryl Ray","author","true","https://schema.org/Person","EGDSPlainText","Stayed 7 nights in Nov 2023","PropertyReviewInteraction","Mark review 7 as helpful. 0 other users found review 7 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Daryl Ray's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Daryl Ray's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"647",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 2, 2023","Good","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","656b5dfcc938fb40afb731db",,,,,"en_CA","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 5, 2023","560aa1b8-8ec1-4bf7-869d-3fce66504bd7","Dear Corriena;Thank you for choosing us, it was a pleasure to welcome you.We are pleased to learn that you were able to enjoy a pleasant stay, we appreciate your feedback you can be sure it has been shared with the relevant teams to improve.We remain at your service and hope to welcome you back soon.Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Corriena","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Corriena","author","true","https://schema.org/Person","EGDSPlainText","Stayed 5 nights in Nov 2023","PropertyReviewInteraction","Mark review 8 as helpful. 0 other users found review 8 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Corriena's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Corriena's review",,"See less","REVIEW_COLLAPSE_LABEL","648",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 2, 2023","Good","Our family enjoyed staying on this resort. The property is very clean and the staff are polite and accommodating. Our only complaint was the extreme push to opt into the time share. They are not upfront about what it is and they will not take no for an answer. I understand that it is there job, but it does ruin the vacation experience. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family and small children","Traveled with partner","Traveled with family",
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","656b5b138a248f63c1ec95c7",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 5, 2023","e5633424-e05d-449e-9fbc-238ae1378562","Dear Stephanie;We are pleased to learn that you were able to enjoy our facilities and services, we appreciate your feedback you can be sure it has been shared with the relevant teams to improve.We remain at your service and hope to welcome you back soon.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Stephanie","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Stephanie","author","true","https://schema.org/Person","EGDSPlainText","Stayed 3 nights in Nov 2023","PropertyReviewInteraction","Mark review 9 as helpful. 1 other user found review 9 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","1","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Stephanie's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Stephanie's review",,"See less","REVIEW_COLLAPSE_LABEL","649",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 2, 2023","Good","Huge property! Not a lot of entertainment options and the wait times for the restaurants can be a bit. Food quality was great for Quattro but lacking for Momo, which was a bit disappointing. The food portions are decent but since its unlimited, that is not a problem. The best part was the service! We needed a doctor at 2am and there was one available in 10min. Buggies do take a while to get so could improve in that department. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","656a2c2c127f5e13a6cf65ca",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 5, 2023","943c828c-31c7-413b-8aba-c3dfa14a7376","Dear Shane;First of all, thank you for choosing Moon Palace Cancun.We sincerely apologize for the inconveniences you encountered during your stay, you can rest assured that your feedback has been addressed with the team for internal follow up.We remain at your service.Cordially,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Shane","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Shane","author","true","https://schema.org/Person","EGDSPlainText","Stayed 6 nights in Nov 2023","PropertyReviewInteraction","Mark review 10 as helpful. 0 other users found review 10 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Shane's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Shane's review",,"See less","REVIEW_COLLAPSE_LABEL","650",,"LodgingEnrichedMessage","4 out of 10 Poor","4/10 Poor","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 1, 2023","Poor","We were Walked in on with no knock in the first hour of being in our room. Had to take out our own garbage after requesting room cleaning. Expedia Rep never called me back after voicing our concerns. Went to talk to Expedia Rep in lobby and was lied to, said she was out for the day, when we just talked to her 5 minutes prior. Front desk offered us the free timeshare presentation for our inconvenience. Staff tried to sell us something every time we were close to the front desk, even on our way out after check out.   Being walked in on by the staff with no knock on the door and nothing was done? Room credit? Resort credit? Nothing. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, amenities","ReviewThemes","Icon","sentiment_2","Disliked: Staff & service","",,,,,,,,,"Traveled with partner",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","6579cadc4851c12eb233316f",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 14, 2023","c6068b74-4908-4f8e-a4b3-92bf93ab8711","Dear Jessica;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.We are sorry to receive your low rating and learn that we have not met your expectations, please do not hesitate to contact us to tell us more about your experience, for us your comments are very important and help us to improve.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Jessica","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Jessica","author","true","https://schema.org/Person","EGDSPlainText","Stayed 5 nights in Dec 2023","PropertyReviewInteraction","Mark review 1 as helpful. 0 other users found review 1 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Jessica's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Jessica's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"621",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 13, 2023","Okay","",,"ReviewThemes","Icon","sentiment_4","Liked: Amenities",,,,,"",,,,,,,,,"Traveled with partner","Traveled with family",,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","6578eac9ffa84f5320655a82",,,,,"en_CA","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Feb 5, 2024","830ec5ab-23af-45ce-a244-064eb6cc07cf","Hello Jueun,Thank you for taking the time to share your 5/5 . We are please to receive your feedback, and we do hope to welcome you back.Best Regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Jueun","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Jueun","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 2 as helpful. 0 other users found review 2 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Jueun's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Jueun's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"622",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 12, 2023","Excellent","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","65781414cfa1c669d942d204",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Dec 13, 2023","b7af2fae-cfe8-42a0-879b-758654c7b945","Estimada Rosa;Gracias por elegirnos, fue un placer darte la bienvenida en Moon Palace Cancún.Esperamos que disfrutara de una estadía placentera.Quedamos a sus órdenes.Saludos,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Rosa","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Rosa","author","true","https://schema.org/Person","EGDSPlainText","Stayed 5 nights in Dec 2023","PropertyReviewInteraction","Mark review 3 as helpful. 0 other users found review 3 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Rosa's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Rosa's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"623",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 12, 2023","Good","",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","6577a50b75252515fe7dacd3",,,,,"en_CA","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Jan 1, 2024","26463b05-e6f7-4f9a-904f-4fc3f9ee8123","Dear Tania,Thank you for sharing your 5 stars ratings.Best Regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Tania","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Tania","author","true","https://schema.org/Person","EGDSPlainText","Stayed 7 nights in Dec 2023","PropertyReviewInteraction","Mark review 4 as helpful. 0 other users found review 4 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Tania's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Tania's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"624",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 12, 2023","Excellent","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","65775573b823d75994d99157",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 13, 2023","1a9f7697-53e2-4d9e-88ad-7b9c0e1d6c34","Dear Venkata;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.We remain at your service.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Venkata Satya Ravi Varma","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Venkata Satya Ravi Varma","author","true","https://schema.org/Person","EGDSPlainText","Stayed 3 nights in Dec 2023","PropertyReviewInteraction","Mark review 5 as helpful. 0 other users found review 5 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Venkata Satya Ravi Varma's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Venkata Satya Ravi Varma's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"625",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 11, 2023","Excellent","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","65769231a52e3a00dd39607d",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Feb 7, 2024","ee92703a-535e-48d3-b4fe-27994d328798","Dear Lap,Thank you for taking the time to share your 4/5 ratings. We are pleased  to have hosted you stay and we look forward to welcoming you back.Best Regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Lap","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Lap","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 6 as helpful. 0 other users found review 6 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Lap's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Lap's review",,"See less","REVIEW_COLLAPSE_LABEL","626",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 11, 2023","Good","Great place. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities",,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","65762f6c0305094fa71444e7",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 14, 2023","e228b2f0-395e-4f2a-bee8-7b13a42a04e3","Dear Ms. Edith;It was a pleasure to welcome you at Moon Palace Cancun.Receive our sincerest apologies for not having met your expectations and we regret that you have a negative perception of our service, you can be sure that your feedback is very important to us and has been shared with the team to implement corrective actions and improvement.We remain at your service.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Edith","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Edith","author","true","https://schema.org/Person","EGDSPlainText","Stayed 3 nights in Dec 2023","PropertyReviewInteraction","Mark review 7 as helpful. 0 other users found review 7 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Edith's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Edith's review",,"See less","REVIEW_COLLAPSE_LABEL","627",,"LodgingEnrichedMessage","4 out of 10 Poor","4/10 Poor","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 10, 2023","Poor","This property is not eco friendly. The not allowed to do any changes to other room. The going to have a festival. They are building a scenario at the beach. No one allowed to walk.",,,,,,,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","65762e6c5914715d6aea3ccb",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 14, 2023","e5a7a1f1-95dd-480c-b214-c563dca7bea1","Dear Ms. Edith;Thank you for choosing Moon Palace Cancun.Receive our sincerest apologies for not having met your expectations and we regret that you have a negative perception of our service, you can be sure that your feedback is very important to us and has been shared with the team to implement corrective actions and improvement.We remain at your service.Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Edith","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Edith","author","true","https://schema.org/Person","EGDSPlainText","Stayed 4 nights in Dec 2023","PropertyReviewInteraction","Mark review 8 as helpful. 1 other user found review 8 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","1","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Edith's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Edith's review",,"See less","REVIEW_COLLAPSE_LABEL","628",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 10, 2023","Terrible","The service was horrible. The property doesn’t have fresh flowers everything is fake. The hot tub didn’t work. Request to be repaired no one check.",,"ReviewThemes","Icon","sentiment_2","Disliked: Staff & service, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","6575ffe70305094fa7123e25",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Dec 13, 2023","53410831-d69a-4884-949c-3326a7292242","Estimado Luis;Primeramente le agradecemos por elegir Moon Palace Cancún, fue un placer darle la bienvenida.Lamentamos recibir su calificación y aprender que no hemos cumplido con sus expectativas, puede estar confiado que sus comentarios son muy importantes para nosotros, por favor no dude en contactarnos y brindarnos más detalle de su experiencia.Quedamos a sus órdenes.Saludos,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Luis","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Luis","author","true","https://schema.org/Person","EGDSPlainText","Stayed 1 night in Dec 2023","PropertyReviewInteraction","Mark review 9 as helpful. 0 other users found review 9 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Luis's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Luis's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"629",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 10, 2023","Okay","",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness",,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","6575e2005914715d6ae742e6",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancun on Dec 13, 2023","f497e053-d98e-4ed5-893d-052860b8594f","Dear Lisa Marie;Thank you for choosing us, it was a pleasure to welcome you at Moon Palace Cancun.We are happy to learn that you were able to enjoy a great stay.We remain at your service and look forward to welcome you back soon.Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Lisa Marie","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Lisa Marie","author","true","https://schema.org/Person","EGDSPlainText","Stayed 4 nights in Dec 2023","PropertyReviewInteraction","Mark review 10 as helpful. 0 other users found review 10 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Lisa Marie's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Lisa Marie's review",,"See less","REVIEW_COLLAPSE_LABEL","630",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Dec 10, 2023","Excellent","Great",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
